avg_wage_ft,avg_wage_ft_moe,geo,num_ppl,num_ppl_moe,sex,soc,year
55479.2,8741.35,04000US01,358,142.406,1,312020,2016
43623.7,5217.98,04000US01,1123,261.728,2,312020,2016
108875.0,98339.4,04000US01,164,148.661,1,319011,2016
29926.1,11285.7,04000US01,827,277.791,2,319011,2016
35411.0,6769.43,04000US01,189,121.612,1,319091,2016
32384.1,6665.5,04000US01,2835,488.519,2,319091,2016
41492.5,23323.1,04000US01,300,156.393,1,319092,2016
27129.2,2275.14,04000US01,4992,708.664,2,319092,2016
28303.0,3122.94,04000US01,683,197.89,2,319094,2016
83726.1,44303.9,04000US01,126,111.249,1,319095,2016
34883.5,21296.1,04000US01,359,158.327,2,319095,2016
61143.4,40684.9,04000US01,218,107.914,1,319096,2016
17158.8,6682.17,04000US01,460,226.066,2,319096,2016
46406.8,17279.6,04000US01,104,92.8296,1,319097,2016
26285.1,2824.48,04000US01,1386,432.706,2,319097,2016
26458.1,6265.42,04000US01,512,291.311,1,31909X,2016
25224.8,3266.58,04000US01,1725,411.156,2,31909X,2016
51668.4,12198.9,04000US01,426,172.162,1,331011,2016
42739.7,3929.19,04000US01,279,159.848,2,331011,2016
61043.8,4621.71,04000US01,1454,307.6,1,331012,2016
48933.6,9675.24,04000US01,326,189.97,2,331012,2016
72484.3,6517.37,04000US01,754,229.802,1,331021,2016
58876.9,15142.3,04000US01,620,201.711,1,331099,2016
59851.7,13217.8,04000US01,378,202.417,2,331099,2016
48521.3,2383.35,04000US01,4440,650.706,1,332011,2016
29504.7,7886.92,04000US01,122,75.0244,2,332011,2016
59205.1,6609.62,04000US01,173,107.165,1,332020,2016
25189.7,4.43821e-12,04000US01,9,15.0991,2,332020,2016
36254.3,3213.8,04000US01,4446,856.946,1,333010,2016
34566.4,2960.32,04000US01,1217,319.829,2,333010,2016
60880.8,6956.64,04000US01,1162,334.912,1,333021,2016
63062.4,17940.1,04000US01,506,215.59,2,333021,2016
48274.8,2416.07,04000US01,8358,958.395,1,333050,2016
42085.7,5638.95,04000US01,1245,358.429,2,333050,2016
40439.8,14190.8,04000US01,75,61.1765,1,3330XX,2016
19899.2,6056.63,04000US01,213,141.762,1,339011,2016
31925.5,8137.48,04000US01,74,78.533,2,339011,2016
67012.3,17643.4,04000US01,350,158.817,1,339021,2016
48458.5,6948.18,04000US01,440,222.105,2,339021,2016
34786.2,2541.79,04000US01,9346,923.219,1,339030,2016
27057.1,4621.21,04000US01,2947,548.422,2,339030,2016
39892.1,6625.39,04000US01,174,128.56,1,339091,2016
31597.0,12845.6,04000US01,240,145.184,2,339091,2016
35424.7,9117.69,04000US01,138,95.0747,1,339093,2016
36969.1,6673.11,04000US01,81,51.498,2,339093,2016
17186.0,7154.47,04000US01,1061,326.22,1,33909X,2016
11694.4,3494.76,04000US01,1221,361.054,2,33909X,2016
33221.1,3829.88,04000US01,2329,511.843,1,351011,2016
23244.3,5063.91,04000US01,562,266.86,2,351011,2016
36838.1,8984.03,04000US01,3273,549.838,1,351012,2016
22546.3,2116.65,04000US01,6150,840.106,2,351012,2016
18984.4,1366.64,04000US01,20837,1552.3,1,352010,2016
16887.2,1125.73,04000US01,14899,1145.2,2,352010,2016
18419.4,2815.9,04000US01,4529,731.673,1,352021,2016
14692.4,1436.66,04000US01,6314,773.031,2,352021,2016
21921.5,3818.37,04000US01,960,366.371,1,353011,2016
20986.4,3153.85,04000US01,2283,521.463,2,353011,2016
14142.5,6448.01,04000US01,1513,427.336,1,353021,2016
18924.3,3944.55,04000US01,3218,407.894,2,353021,2016
4118.52,0.0,04000US01,625,298.165,1,353022,2016
10820.4,3312.59,04000US01,1940,438.645,2,353022,2016
21308.0,2871.14,04000US01,7632,828.703,1,353031,2016
15089.7,1066.55,04000US01,20091,1432.57,2,353031,2016
20309.4,3320.67,04000US01,357,174.151,1,353041,2016
16516.8,1908.9,04000US01,1308,304.147,2,353041,2016
16501.8,3462.4,04000US01,3096,700.463,1,359021,2016
