avg_wage_ft,avg_wage_ft_moe,geo,num_ppl,num_ppl_moe,sex,soc,year
47090.7,17119.9,04000US53,239,129.462,1,419041,2014
22462.2,4713.2,04000US53,812,273.036,2,419041,2014
28325.2,5876.2,04000US53,1430,421.936,1,419091,2014
50303.2,20114.0,04000US53,1486,405.519,2,419091,2014
70291.2,9826.06,04000US53,3055,493.872,1,419099,2014
59655.5,18458.4,04000US53,2403,527.999,2,419099,2014
67307.5,4135.85,04000US53,10236,939.171,1,431011,2014
50418.8,1994.58,04000US53,15552,1165.28,2,431011,2014
28829.8,6936.82,04000US53,96,111.098,1,432011,2014
23223.6,2912.34,04000US53,376,130.766,2,432011,2014
33085.0,35198.3,04000US53,70,84.4303,1,432021,2014
41808.0,6754.28,04000US53,255,144.975,2,432021,2014
46748.4,12279.8,04000US53,235,130.918,1,432099,2014
24589.0,9232.23,04000US53,143,110.914,2,432099,2014
45164.9,10423.5,04000US53,852,290.398,1,433011,2014
35213.2,3511.83,04000US53,2054,396.372,2,433011,2014
42903.0,5847.52,04000US53,900,241.494,1,433021,2014
35485.4,1540.79,04000US53,9360,957.503,2,433021,2014
50022.5,6376.04,04000US53,3619,568.825,1,433031,2014
41325.5,1100.28,04000US53,27258,1611.64,2,433031,2014
37501.5,8212.68,04000US53,124,82.598,1,433041,2014
27189.2,8277.19,04000US53,229,105.356,2,433041,2014
39445.8,7248.98,04000US53,343,178.36,1,433051,2014
45968.7,3533.0,04000US53,3452,483.035,2,433051,2014
61281.9,10121.4,04000US53,586,210.553,1,433061,2014
65468.5,11264.5,04000US53,669,269.386,2,433061,2014
28098.4,2328.52,04000US53,1375,302.405,1,433071,2014
24957.4,1385.98,04000US53,6399,610.793,2,433071,2014
91580.8,19267.7,04000US53,912,244.364,1,433099,2014
46546.6,7844.69,04000US53,1476,332.213,2,433099,2014
87530.9,5.29888e-11,04000US53,15,24.9124,1,434011,2014
41958.8,10178.9,04000US53,159,111.453,2,434011,2014
56101.0,12197.7,04000US53,310,159.232,1,434031,2014
41819.6,3354.33,04000US53,1643,314.093,2,434031,2014
55757.9,28623.6,04000US53,299,157.258,1,434041,2014
37808.1,6170.69,04000US53,602,213.514,2,434041,2014
52416.7,5132.84,04000US53,19276,1184.4,1,434051,2014
35513.6,1250.5,04000US53,32701,1628.79,2,434051,2014
50998.5,6370.29,04000US53,279,129.063,1,434061,2014
